Nama_Laptop,Processor,RAM,GPU,Display,Storage,Harga_USD,Detail_URL,Buy_Link
Lenovo Legion 5i 17,Intel Core i7-10750H,16GB RAM,"NVIDIA GeForce RTX 2060 (Laptop, 80W)","17.3”, Full HD (1920 x 1080), IPS",256GB SSD 1000GB HDD,249900,https://laptopmedia.com/laptop-specs/lenovo-legion-5i-17-9/,https://www.amazon.com/exec/obidos/ASIN/B08F2WR1N9?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion 5,AMD Ryzen AI 7 350,64GB RAM,NVIDIA GeForce RTX 5070 (Laptop),"15"", WQXGA (2560 x 1600), 165 Hz, OLED",4000GB SSD,242900,https://laptopmedia.com/laptop-specs/lenovo-legion-5-316/,https://www.amazon.com/exec/obidos/ASIN/B0FSS58545?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad P1 Gen 7,Intel Core Ultra 9 185H,64GB RAM,"NVIDIA GeForce RTX 4070 (Laptop, 60W)","16.0"", WQXGA (2560 x 1600), 165 Hz, IPS",4000GB SSD,494999,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p1-gen-7-34/,https://www.amazon.com/exec/obidos/ASIN/B0D8R8NJQZ?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad P1 Gen 6,Intel Core i9-13900H,64GB RAM,"NVIDIA GeForce RTX 4090 (Laptop, 80W)","16.0"", WQXGA (2560 x 1600), 165 Hz, IPS",2000GB SSD,599900,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p1-gen-6-139/,https://www.amazon.com/exec/obidos/ASIN/B0CDNTPGTM?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion 5i,Intel Core i7-14700HX,24GB RAM,NVIDIA GeForce RTX 5060 (Laptop),"15"", WQXGA (2560 x 1600), 165 Hz, OLED",2000GB SSD,193400,https://laptopmedia.com/laptop-specs/lenovo-legion-5i-775/,https://www.amazon.com/exec/obidos/ASIN/B0FPCVLQXJ?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion 5,AMD Ryzen AI 7 350,16GB RAM,NVIDIA GeForce RTX 5070 (Laptop),"15"", WQXGA (2560 x 1600), 165 Hz, OLED",512GB SSD,159400,https://laptopmedia.com/laptop-specs/lenovo-legion-5-213/,https://www.amazon.com/exec/obidos/ASIN/B0FSZ8KYBK?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion Pro 7i,Intel Core Ultra 9 275HX,64GB RAM,NVIDIA GeForce RTX 5080 (Laptop),"16.0"", WQXGA (2560 x 1600), 240 Hz, OLED",2000GB SSD,419999,https://laptopmedia.com/laptop-specs/lenovo-legion-pro-7i-84/,https://www.amazon.com/exec/obidos/ASIN/B0FDGCQ411?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad P14s Gen 5,Intel Core Ultra 7 155H,16GB RAM,NVIDIA RTX 500 Ada Generation (50W),"14.5″, 2.5K (2560 x 1600), 90 Hz, IPS",512GB SSD,156215,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p14s-gen-5-6/,https://www.amazon.com/exec/obidos/ASIN/B0D5ZRJ9XZ?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo IdeaPad Gaming 3i 15,Intel Core i7-12700H,48GB RAM,"NVIDIA GeForce RTX 3050 Ti (Laptop, 85W)","15.6”, Full HD (1920 x 1080), 120 Hz, IPS",2000GB SSD,152900,https://laptopmedia.com/laptop-specs/lenovo-ideapad-gaming-3i-15-712/,https://www.amazon.com/exec/obidos/ASIN/B0CDWPF1LX?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad T14s Gen 3,Intel Core i7-1260P,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0”, WUXGA (1920 x 1200), IPS",512GB SSD,95174,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t14s-gen-3-14/,https://www.amazon.com/exec/obidos/ASIN/B0BFF9QL8S?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad P15 Gen 2,Intel Core i7-11800H,16GB RAM,NVIDIA T1200,"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,135000,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p15-gen-2-90/,https://www.amazon.com/exec/obidos/ASIN/B09XBSJZ6R?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion 5i,Intel Core i7-14700HX,16GB RAM,NVIDIA GeForce RTX 5050 (Laptop),"15"", WQXGA (2560 x 1600), 165 Hz, OLED",2000GB SSD,199999,https://laptopmedia.com/laptop-specs/lenovo-legion-5i-738/,https://www.amazon.com/exec/obidos/ASIN/B0FVHW4TLS?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion 5,AMD Ryzen AI 7 350,32GB RAM,NVIDIA GeForce RTX 5070 (Laptop),"15"", WQXGA (2560 x 1600), 165 Hz, OLED",2000GB SSD,199400,https://laptopmedia.com/laptop-specs/lenovo-legion-5-217/,https://www.amazon.com/exec/obidos/ASIN/B0FSZ7VTSH?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion 5,AMD Ryzen 7 260,16GB RAM,NVIDIA GeForce RTX 5060 (Laptop),"15"", WQXGA (2560 x 1600), 165 Hz, OLED",1000GB SSD,175900,https://laptopmedia.com/laptop-specs/lenovo-legion-5-206/,https://www.amazon.com/exec/obidos/ASIN/B0FJBWNRBG?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad P15v Gen 3,AMD Ryzen 7 PRO 6850H,32GB RAM,NVIDIA RTX A2000 (Laptop),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,115977,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p15v-gen-3-20/,https://www.amazon.com/exec/obidos/ASIN/B0BPYJF4LC?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad P1 (Gen 3),Intel Xeon W-10855M,64GB RAM,NVIDIA Quadro T2000 Max-Q,"15.6”, 4K UHD (3840 x 2160), IPS",2000GB SSD,298200,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p1-gen-3-15/,https://www.amazon.com/exec/obidos/ASIN/B08M5GH859?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad X13 Gen 6,Intel Core Ultra 7 265U,32GB RAM,Intel Graphics (4-Cores),"13.3”, WUXGA (1920 x 1200), IPS",512GB SSD,222489,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-x13-gen-6-16/,https://www.amazon.com/exec/obidos/ASIN/B0FZRSXXF1?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion 5,AMD Ryzen AI 7 350,16GB RAM,NVIDIA GeForce RTX 5070 (Laptop),"15"", WQXGA (2560 x 1600), 165 Hz, OLED",512GB SSD,164400,https://laptopmedia.com/laptop-specs/lenovo-legion-5-214/,https://www.amazon.com/exec/obidos/ASIN/B0FSZ7VTKL?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion 5i,Intel Core i7-14700HX,32GB RAM,NVIDIA GeForce RTX 5060 (Laptop),"15.1”, WQXGA (2560 x 1600), 165 Hz, OLED",2000GB SSD,159900,https://laptopmedia.com/laptop-specs/lenovo-legion-5i-137/,https://www.amazon.com/exec/obidos/ASIN/B0FFFCJ21X?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo IdeaPad Gaming 3i 15,Intel Core i7-12700H,64GB RAM,"NVIDIA GeForce RTX 3050 Ti (Laptop, 85W)","15.6”, Full HD (1920 x 1080), 120 Hz, IPS",4000GB SSD,180900,https://laptopmedia.com/laptop-specs/lenovo-ideapad-gaming-3i-15-704/,https://www.amazon.com/exec/obidos/ASIN/B0CDWPJX45?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion Pro 5i,Intel Core i9-14900HX,64GB RAM,"NVIDIA GeForce RTX 4060 (Laptop, 140W)","16.0"", WQXGA (2560 x 1600), 165 Hz, IPS",1000GB SSD,236900,https://laptopmedia.com/laptop-specs/lenovo-legion-pro-5i-246/,https://www.amazon.com/exec/obidos/ASIN/B0DP4FG5Y6?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad P14s Gen 5,AMD Ryzen 7 PRO 8840HS,64GB RAM,AMD Radeon 780M,"14.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,178281,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p14s-gen-5-128/,https://www.amazon.com/exec/obidos/ASIN/B0D6YV56CD?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad X1 Carbon Gen 10,Intel Core i7-1270P,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0”, WUXGA (1920 x 1200), IPS",4000GB SSD,244900,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-x1-carbon-gen-10-185/,https://www.amazon.com/exec/obidos/ASIN/B0CRYT4YBT?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad L14 Gen 3,Intel Core i7-1255U,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0”, Full HD (1920 x 1080), IPS",1000GB SSD,289900,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-l14-gen-3-105/,https://www.amazon.com/exec/obidos/ASIN/B0D95D7DBM?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad T15g Gen 1,Intel Core i9-10885H,32GB RAM,NVIDIA GeForce RTX 2080 SUPER Max-Q,"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,179999,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t15g-gen-1-12/,https://www.amazon.com/exec/obidos/ASIN/B08LVF1BRG?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion Pro 7i,Intel Core Ultra 9 275HX,64GB RAM,NVIDIA GeForce RTX 5080 (Laptop),"16.0"", WQXGA (2560 x 1600), 240 Hz, OLED",2000GB SSD,425999,https://laptopmedia.com/laptop-specs/lenovo-legion-pro-7i-132/,https://www.amazon.com/exec/obidos/ASIN/B0FDGC5GJM?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad P14s Gen 4,Intel Core i7-1360P,32GB RAM,"NVIDIA RTX A500 (Laptop, 30W)","14.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,126977,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p14s-gen-4-83/,https://www.amazon.com/exec/obidos/ASIN/B0CD2VYHH1?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion 5,AMD Ryzen 7 260,64GB RAM,NVIDIA GeForce RTX 5060 (Laptop),"15"", WQXGA (2560 x 1600), 165 Hz, OLED",2000GB SSD,224900,https://laptopmedia.com/laptop-specs/lenovo-legion-5-392/,https://www.amazon.com/exec/obidos/ASIN/B0CTCNB6QZ?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion 5 15,AMD Ryzen 7 6800H,48GB RAM,"NVIDIA GeForce RTX 3070 Ti (Laptop, 140W)","15.6"", Full HD (1920 x 1080), 165 Hz, IPS",2000GB SSD,196900,https://laptopmedia.com/laptop-specs/lenovo-legion-5-15-1169/,https://www.amazon.com/exec/obidos/ASIN/B0CDWN29FP?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad P14s Gen 4,AMD Ryzen 7 PRO 7840U,64GB RAM,AMD Radeon 780M,"14.0″, 2.8K (2880 x 1800), OLED",1000GB SSD,124070,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p14s-gen-4-21/,https://www.amazon.com/exec/obidos/ASIN/B0CM8R18YZ?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkBook 14 Gen 6,AMD Ryzen 7 7730U,64GB RAM,"AMD Radeon RX Vega 8 (R4000/5000, 15W)","14.0”, WUXGA (1920 x 1200), IPS",8000GB SSD,185900,https://laptopmedia.com/laptop-specs/lenovo-thinkbook-14-gen-6-126/,https://www.amazon.com/exec/obidos/ASIN/B0D46YX9DG?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion 5,AMD Ryzen 7 260,64GB RAM,NVIDIA GeForce RTX 5060 (Laptop),"15"", WQXGA (2560 x 1600), 165 Hz, OLED",4000GB SSD,244900,https://laptopmedia.com/laptop-specs/lenovo-legion-5-384/,https://www.amazon.com/exec/obidos/ASIN/B0FJB7YF9Y?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion Pro 5i,Intel Core i7-14650HX,24GB RAM,"NVIDIA GeForce RTX 4060 (Laptop, 140W)","16.0"", WQXGA (2560 x 1600), 165 Hz, IPS",2000GB SSD,197400,https://laptopmedia.com/laptop-specs/lenovo-legion-pro-5i-432/,https://www.amazon.com/exec/obidos/ASIN/B0DK6DDSWC?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad L14 Gen 5,Intel Core Ultra 7 155U,16GB RAM,Intel Graphics (4-Cores),"14.0”, WUXGA (1920 x 1200), IPS",512GB SSD,162473,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-l14-gen-5-25/,https://www.amazon.com/exec/obidos/ASIN/B0DBRDQ3DX?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad P16v Gen 1,AMD Ryzen 5 PRO 7640HS,32GB RAM,"NVIDIA RTX A500 (Laptop, 35W)","16.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,187757,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p16v-gen-1-180/,https://www.amazon.com/exec/obidos/ASIN/B0D6YTMKWB?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad P52,Intel Core i7-8850H,8GB RAM,NVIDIA Quadro P1000 (4GB GDDR5),"15.6”, Full HD (1920 x 1080), IPS",512GB SSD 1000GB HDD,285999,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p52-160/,https://www.amazon.com/exec/obidos/ASIN/B07KBBHPCQ?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion 5 15,AMD Ryzen 7 6800H,16GB RAM,"NVIDIA GeForce RTX 3070 Ti (Laptop, 140W)","15.6"", Full HD (1920 x 1080), 165 Hz, IPS",1000GB SSD,159900,https://laptopmedia.com/laptop-specs/lenovo-legion-5-15-1284/,https://www.amazon.com/exec/obidos/ASIN/B0CSJY6PPG?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion Pro 7i 16,Intel Core i9-13900HX,32GB RAM,"NVIDIA GeForce RTX 4090 (Laptop, 175W)","16.0"", QHD (2560 x 1600), 240 Hz, IPS",2000GB SSD,399900,https://laptopmedia.com/laptop-specs/lenovo-legion-pro-7i-16-16/,https://www.amazon.com/exec/obidos/ASIN/B0C15GQMTY?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad L14 Gen 1 (Intel),Intel Core i7-10510U,32GB RAM,Intel UHD Graphics,"14.0”, Full HD (1920 x 1080), IPS",256GB SSD,164999,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-l14-gen-1-intel-18/,https://www.amazon.com/exec/obidos/ASIN/B08JYGZ43D?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad P15 Gen 1,Intel Xeon W-10855M,128GB RAM,NVIDIA Quadro RTX 5000 Max-Q (16GB GDDR6),"15.6”, 4K UHD (3840 x 2160), OLED",2000GB SSD,469999,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p15-gen-1-432/,https://www.amazon.com/exec/obidos/ASIN/B09MJS24JR?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad T14s Gen 2,Intel Core i5-1145G7,8GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0”, Full HD (1920 x 1080), IPS",256GB SSD,79080,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t14s-gen-2-16/,https://www.amazon.com/exec/obidos/ASIN/B09B49Z67M?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion 5i,Intel Core Ultra 9 275HX,64GB RAM,NVIDIA GeForce RTX 5060 (Laptop),"16.0"", WQXGA (2560 x 1600), 240 Hz, IPS",1000GB SSD,215900,https://laptopmedia.com/laptop-specs/lenovo-legion-5i-1120/,https://www.amazon.com/exec/obidos/ASIN/B0G46FN3HL?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad P1 Gen 6,Intel Core i7-13700H,32GB RAM,"NVIDIA RTX A1000 (Laptop, 65W, 6GB)","16.0”, WQUXGA (3840 x 2400), OLED",2000GB SSD,239999,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p1-gen-6-346/,https://www.amazon.com/exec/obidos/ASIN/B0DFCBYQVP?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Yoga 9i 14,Intel Core i7-1260P,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0"", 4K UHD (3840 x 2400), OLED",2000GB SSD,179999,https://laptopmedia.com/laptop-specs/lenovo-yoga-9i-14-153/,https://www.amazon.com/exec/obidos/ASIN/B0B6T9KQF9?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion 5i,Intel Core i7-14700HX,64GB RAM,NVIDIA GeForce RTX 5050 (Laptop),"15"", WQXGA (2560 x 1600), 165 Hz, OLED",2000GB SSD,269999,https://laptopmedia.com/laptop-specs/lenovo-legion-5i-849/,https://www.amazon.com/exec/obidos/ASIN/B0FVHSB4RR?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad X1 Carbon Gen 11,Intel Core i5-1335U,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0”, WUXGA (1920 x 1200), IPS",256GB SSD,165353,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-x1-carbon-gen-11-18/,https://www.amazon.com/exec/obidos/ASIN/B0CBD3P8LJ?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad T495,AMD Ryzen 7 3700U,16GB RAM,AMD Radeon RX Vega 10,"14.0”, Full HD (1920 x 1080), IPS",1000GB SSD,79900,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t495-46/,https://www.amazon.com/exec/obidos/ASIN/B08K4G78MD?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion 5i,Intel Core i7-14700HX,16GB RAM,NVIDIA GeForce RTX 5060 (Laptop),"15"", WQXGA (2560 x 1600), 165 Hz, OLED",2000GB SSD,191900,https://laptopmedia.com/laptop-specs/lenovo-legion-5i-772/,https://www.amazon.com/exec/obidos/ASIN/B0FPCW4JMZ?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkBook 16 Gen 7,Intel Core Ultra 7 155U,64GB RAM,Intel Graphics (4-Cores),"16.0”, WUXGA (1920 x 1200), IPS",8000GB SSD,253900,https://laptopmedia.com/laptop-specs/lenovo-thinkbook-16-gen-7-184/,https://www.amazon.com/exec/obidos/ASIN/B0DZH62GKK?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad P14s Gen 6,AMD Ryzen AI 7 PRO 350,64GB RAM,AMD Radeon 860M,"14.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,194900,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p14s-gen-6-23/,https://www.amazon.com/exec/obidos/ASIN/B0G1TB1VBQ?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad P17 Gen 1,Intel Core i7-10750H,64GB RAM,NVIDIA Quadro T2000 (4GB GDDR5),"17.3”, Full HD (1920 x 1080), IPS",2000GB SSD,279999,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p17-gen-1-119/,https://www.amazon.com/exec/obidos/ASIN/B0989PSSN3?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad P16s Gen 4,AMD Ryzen AI 9 HX PRO 370,96GB RAM,AMD Radeon 890M,"16.0″, WUXGA (1920 x 1200), IPS",2000GB SSD,307900,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p16s-gen-4-17/,https://www.amazon.com/exec/obidos/ASIN/B0FGWBHPG8?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion 5,AMD Ryzen 7 260,16GB RAM,NVIDIA GeForce RTX 5060 (Laptop),"15"", WQXGA (2560 x 1600), 165 Hz, OLED",1000GB SSD,147900,https://laptopmedia.com/laptop-specs/lenovo-legion-5-356/,https://www.amazon.com/exec/obidos/ASIN/B0FZ9C5YDL?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion 5i,Intel Core i7-14650HX,64GB RAM,"NVIDIA GeForce RTX 4070 (Laptop, 140W)","16.0"", WQXGA (2560 x 1600), 165 Hz, IPS",8000GB SSD,313900,https://laptopmedia.com/laptop-specs/lenovo-legion-5i-933/,https://www.amazon.com/exec/obidos/ASIN/B0F8N7G6D5?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo LOQ 15,Intel Core i7-13650HX,64GB RAM,NVIDIA GeForce RTX 5060 (Laptop),"15.6”, Full HD (1920 x 1080), 144 Hz, IPS",4000GB SSD,184999,https://laptopmedia.com/laptop-specs/lenovo-loq-15-1310/,https://www.amazon.com/exec/obidos/ASIN/B0FVLHCLGT?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad P1 Gen 7,Intel Core Ultra 7 165H,32GB RAM,NVIDIA RTX 3000 Ada Generation (60W),"16.0"", WQXGA (2560 x 1600), 165 Hz, IPS",2000GB SSD,419999,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p1-gen-7-104/,https://www.amazon.com/exec/obidos/ASIN/B0DLHZL43M?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad P53s,Intel Core i7-8565U,16GB RAM,NVIDIA Quadro P520 (2GB GDDR5),"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,195499,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p53s-38/,https://www.amazon.com/exec/obidos/ASIN/B07YPYJ4HK?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion 5i,Intel Core Ultra 7 255HX,16GB RAM,NVIDIA GeForce RTX 5060 (Laptop),"15"", WQXGA (2560 x 1600), 165 Hz, OLED",512GB SSD,167900,https://laptopmedia.com/laptop-specs/lenovo-legion-5i-719/,https://www.amazon.com/exec/obidos/ASIN/B0FSD9X9TP?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion Pro 5,AMD Ryzen 9 8945HX,64GB RAM,NVIDIA GeForce RTX 5060 (Laptop),"16.0"", WQXGA (2560 x 1600), 240 Hz, IPS",2000GB SSD,254900,https://laptopmedia.com/laptop-specs/lenovo-legion-pro-5-105/,https://www.amazon.com/exec/obidos/ASIN/B0G78PSCGH?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion Pro 5,AMD Ryzen 9 8945HX,32GB RAM,NVIDIA GeForce RTX 5060 (Laptop),"16.0"", WQXGA (2560 x 1600), 240 Hz, IPS",1000GB SSD,199900,https://laptopmedia.com/laptop-specs/lenovo-legion-pro-5-104/,https://www.amazon.com/exec/obidos/ASIN/B0G78CVS6F?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Yoga Pro 9i Aura Edition,Intel Core Ultra 9 285H,32GB RAM,NVIDIA GeForce RTX 5060 (Laptop),"16.0″, 3.2K (3200 x 2000), 120 Hz, OLED",2000GB SSD,255999,https://laptopmedia.com/laptop-specs/lenovo-yoga-pro-9i-aura-edition-11/,https://www.amazon.com/exec/obidos/ASIN/B0FZ9KLWFG?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad P14s Gen 6,AMD Ryzen AI 7 PRO 350,32GB RAM,AMD Radeon 860M,"14.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,129500,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p14s-gen-6-5/,https://www.amazon.com/exec/obidos/ASIN/B0FG8N5BRV?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad P15 Gen 2,Intel Core i7-11800H,64GB RAM,NVIDIA Quadro T2000 (4GB GDDR5),"15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,151900,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p15-gen-2-389/,https://www.amazon.com/exec/obidos/ASIN/B0BBH8X9ZY?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad X1 Carbon,Intel Core i7-1365U,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,239900,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-x1-carbon-414/,https://www.amazon.com/exec/obidos/ASIN/B0C9V36DRK?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion Slim 7i / S7,Intel Core i7-13700H,64GB RAM,"NVIDIA GeForce RTX 4060 (Laptop, 115W)","16.0"", WQXGA (2560 x 1600), 165 Hz, IPS",2000GB SSD,260900,https://laptopmedia.com/laptop-specs/lenovo-legion-slim-7i-s7-39/,https://www.amazon.com/exec/obidos/ASIN/B0FQTFCBRY?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion 5,AMD Ryzen AI 7 350,32GB RAM,NVIDIA GeForce RTX 5070 (Laptop),"15"", WQXGA (2560 x 1600), 165 Hz, OLED",1000GB SSD,187400,https://laptopmedia.com/laptop-specs/lenovo-legion-5-212/,https://www.amazon.com/exec/obidos/ASIN/B0FSZ9PBBN?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Legion Pro 7i,Intel Core Ultra 9 275HX,64GB RAM,NVIDIA GeForce RTX 5080 (Laptop),"16.0"", WQXGA (2560 x 1600), 240 Hz, OLED",4000GB SSD,439999,https://laptopmedia.com/laptop-specs/lenovo-legion-pro-7i-93/,https://www.amazon.com/exec/obidos/ASIN/B0FDG9QRLH?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad P1 Gen 7,Intel Core Ultra 7 155H,32GB RAM,NVIDIA RTX 2000 Ada Generation (60W),"16.0”, WQUXGA (3840 x 2400), OLED",1000GB SSD,291307,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p1-gen-7-29/,https://www.amazon.com/exec/obidos/ASIN/B0D7TQ97S9?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
