Nama_Laptop,Processor,RAM,GPU,Display,Storage,Harga_USD,Detail_URL,Buy_Link,Price_IDR,CPU_Score,GPU_Score,Screen_Score
Acer TravelMate P4 Spin,Intel Core Ultra 5 225U,16GB RAM,Intel Graphics (4-Cores),"14.0”, WUXGA (1920 x 1200), IPS",512GB SSD,122982,https://laptopmedia.com/laptop-specs/acer-travelmate-p4-spin-7/,https://www.amazon.com/exec/obidos/ASIN/B0GK86LFZ9?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1967712000,17725,3209,90
MSI Katana 15 HX,Intel Core i7-14650HX,32GB RAM,NVIDIA GeForce RTX 5070 (Laptop),"15.6"", WQHD (2560 x 1440), 165 Hz, IPS",4000GB SSD,194900,https://laptopmedia.com/laptop-specs/msi-katana-15-hx-174/,https://www.amazon.com/exec/obidos/ASIN/B0FSDFXD2G?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,3118400000,33622,28708,160
Acer Aspire 5,Intel Core i5-1240P,64GB RAM,"NVIDIA GeForce RTX 2050 (Laptop, 35W)","15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,149900,https://laptopmedia.com/laptop-specs/acer-aspire-5-7605/,https://www.amazon.com/exec/obidos/ASIN/B0FHVPG44W?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2398400000,15819,7714,90
MSI Katana 15 HX,Intel Core i7-14650HX,64GB RAM,NVIDIA GeForce RTX 5070 (Laptop),"15.6"", WQHD (2560 x 1440), 165 Hz, IPS",2000GB SSD,224900,https://laptopmedia.com/laptop-specs/msi-katana-15-hx-145/,https://www.amazon.com/exec/obidos/ASIN/B0G1YL5BMQ?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,3598400000,33622,28708,160
Acer Aspire Go 15,Intel Core i5-1334U,8GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.3”, WUXGA (1920 x 1200), IPS",512GB SSD,54999,https://laptopmedia.com/laptop-specs/acer-aspire-go-15-256/,https://www.amazon.com/exec/obidos/ASIN/B0FJLZPQMT?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,879984000,13059,2595,90
MSI Thin 15,Intel Core i7-13620H,16GB RAM,"NVIDIA GeForce RTX 4050 (Laptop, 45W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",1000GB SSD,111900,https://laptopmedia.com/laptop-specs/msi-thin-15-538/,https://www.amazon.com/exec/obidos/ASIN/B0FXGMGFYQ?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1790400000,23361,20000,130
Acer Nitro V 15,Intel Core i7-13620H,48GB RAM,"NVIDIA GeForce RTX 4050 (Laptop, 75W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",4000GB SSD,198900,https://laptopmedia.com/laptop-specs/acer-nitro-v-15-815/,https://www.amazon.com/exec/obidos/ASIN/B0F7XC1P8G?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,3182400000,23361,20000,130
Acer Nitro V 16 AI,AMD Ryzen 7 260,32GB RAM,NVIDIA GeForce RTX 5050 (Laptop),"16.0″, WUXGA (1920 x 1200), 180 Hz, IPS",2000GB SSD,163900,https://laptopmedia.com/laptop-specs/acer-nitro-v-16-ai-74/,https://www.amazon.com/exec/obidos/ASIN/B0FWCSMSZ7?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2622400000,16000,17019,130
Acer Nitro V 15,Intel Core i7-13620H,64GB RAM,"NVIDIA GeForce RTX 4050 (Laptop, 75W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",2000GB SSD,198900,https://laptopmedia.com/laptop-specs/acer-nitro-v-15-537/,https://www.amazon.com/exec/obidos/ASIN/B0F8BCQCCG?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,3182400000,23361,20000,130
MSI Thin 15,Intel Core i5-13420H,32GB RAM,"NVIDIA GeForce RTX 4060 (Laptop, 45W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",1000GB SSD,108999,https://laptopmedia.com/laptop-specs/msi-thin-15-256/,https://www.amazon.com/exec/obidos/ASIN/B0FB9DBQ7L?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1743984000,16917,19497,130
MSI Thin 15,Intel Core i5-13420H,16GB RAM,"NVIDIA GeForce RTX 4050 (Laptop, 45W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",512GB SSD,83900,https://laptopmedia.com/laptop-specs/msi-thin-15-226/,https://www.amazon.com/exec/obidos/ASIN/B0FKPG7JP4?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1342400000,16917,20000,130
Acer Aspire 5,Intel Core i5-13420H,8GB RAM,Intel UHD Graphics Xe G4 (48EU),"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,46900,https://laptopmedia.com/laptop-specs/acer-aspire-5-7592/,https://www.amazon.com/exec/obidos/ASIN/B0F8P744ST?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,750400000,16917,1533,90
Acer Nitro V 15,Intel Core i7-13620H,16GB RAM,"NVIDIA GeForce RTX 4050 (Laptop, 75W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",512GB SSD,114900,https://laptopmedia.com/laptop-specs/acer-nitro-v-15-326/,https://www.amazon.com/exec/obidos/ASIN/B0F8BHF12W?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1838400000,23361,20000,130
Acer Aspire 5,Intel Core i5-1135G7,8GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0”, Full HD (1920 x 1080), IPS",512GB SSD,50999,https://laptopmedia.com/laptop-specs/acer-aspire-5-6645/,https://www.amazon.com/exec/obidos/ASIN/B0CQQ86DPJ?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,815984000,9332,2595,90
Acer Aspire 5,AMD Ryzen 3 3350U,8GB RAM,"AMD Radeon RX Vega 6 (R2000/3000, 15W)","15.6”, Full HD (1920 x 1080), IPS",512GB SSD,48900,https://laptopmedia.com/laptop-specs/acer-aspire-5-6134/,https://www.amazon.com/exec/obidos/ASIN/B0CKYF6JXT?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,782400000,3000,1492,90
Acer Aspire 3,AMD Ryzen 7 7730U,32GB RAM,"AMD Radeon RX Vega 8 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,79900,https://laptopmedia.com/laptop-specs/acer-aspire-3-3157/,https://www.amazon.com/exec/obidos/ASIN/B0G257JY56?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1278400000,16000,1513,90
MSI Katana 15 HX,Intel Core i7-14650HX,32GB RAM,NVIDIA GeForce RTX 5070 (Laptop),"15.6"", WQHD (2560 x 1440), 165 Hz, IPS",2000GB SSD,179999,https://laptopmedia.com/laptop-specs/msi-katana-15-hx-188/,https://www.amazon.com/exec/obidos/ASIN/B0G4RF4X6J?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2879984000,33622,28708,160
MSI Creator M16,Intel Core i7-12650H,64GB RAM,NVIDIA GeForce RTX 3060 (Laptop),"16.0"", QHD+ (2560 x 1600), IPS",2000GB SSD,187900,https://laptopmedia.com/laptop-specs/msi-creator-m16-485/,https://www.amazon.com/exec/obidos/ASIN/B0CJQYWJNW?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,3006400000,21424,16918,120
Acer Aspire 14 AI,Intel Core Ultra 7 258V,32GB RAM,Intel Arc Graphics 140V,"14.0”, WUXGA (1920 x 1200), IPS",4000GB SSD,144900,https://laptopmedia.com/laptop-specs/acer-aspire-14-ai-86/,https://www.amazon.com/exec/obidos/ASIN/B0FCXYLTLM?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2318400000,18936,5483,90
Acer Nitro 5,Intel Core i7-11800H,24GB RAM,"NVIDIA GeForce RTX 3050 Ti (Laptop, 75W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",1000GB SSD,140900,https://laptopmedia.com/laptop-specs/acer-nitro-5-4042/,https://www.amazon.com/exec/obidos/ASIN/B0BZZ54756?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2254400000,19660,15000,130
MSI Pulse GL76,Intel Core i7-12700H,32GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 105W)","17.3”, Full HD (1920 x 1080), 144 Hz, IPS",1000GB SSD,158900,https://laptopmedia.com/laptop-specs/msi-pulse-gl76-761/,https://www.amazon.com/exec/obidos/ASIN/B0CG92ZTFW?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2542400000,25079,16918,130
Acer Aspire Go 15,Intel Core i5-1334U,32GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.3”, WUXGA (1920 x 1200), IPS",2000GB SSD,94900,https://laptopmedia.com/laptop-specs/acer-aspire-go-15-166/,https://www.amazon.com/exec/obidos/ASIN/B0FJFJ417F?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1518400000,13059,2595,90
Acer Nitro V 15,Intel Core i7-13620H,16GB RAM,"NVIDIA GeForce RTX 4050 (Laptop, 75W)","15.6"", Full HD (1920 x 1080), 165 Hz, IPS",1000GB SSD,117900,https://laptopmedia.com/laptop-specs/acer-nitro-v-15-549/,https://www.amazon.com/exec/obidos/ASIN/B0FRMY9Q2B?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1886400000,23361,20000,130
Acer Nitro V 15,Intel Core i7-13620H,32GB RAM,"NVIDIA GeForce RTX 4050 (Laptop, 75W)","15.6"", Full HD (1920 x 1080), 165 Hz, IPS",4000GB SSD,170900,https://laptopmedia.com/laptop-specs/acer-nitro-v-15-532/,https://www.amazon.com/exec/obidos/ASIN/B0FRMD71J9?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2734400000,23361,20000,130
Acer Swift 16 AI,Intel Core Ultra 7 256V,16GB RAM,Intel Arc Graphics 140V,"16.0″, 3K (2880 x 1800), 120 Hz, OLED",8000GB SSD,170900,https://laptopmedia.com/laptop-specs/acer-swift-16-ai-63/,https://www.amazon.com/exec/obidos/ASIN/B0F28Q5WMQ?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2734400000,19565,5483,180
Acer Swift 16 AI,Intel Core Ultra 7 256V,16GB RAM,Intel Arc Graphics 140V,"16.0″, 3K (2880 x 1800), 120 Hz, OLED",2000GB SSD,118900,https://laptopmedia.com/laptop-specs/acer-swift-16-ai-53/,https://www.amazon.com/exec/obidos/ASIN/B0F28PZR9M?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1902400000,19565,5483,180
Acer Aspire Go 15,Intel Core i5-1334U,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.3”, WUXGA (1920 x 1200), IPS",512GB SSD,49900,https://laptopmedia.com/laptop-specs/acer-aspire-go-15-117/,https://www.amazon.com/exec/obidos/ASIN/B0FJBWJT1J?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,798400000,13059,2595,90
MSI Katana 15 HX,Intel Core i7-14650HX,16GB RAM,NVIDIA GeForce RTX 5070 (Laptop),"15.6"", WQHD (2560 x 1440), 165 Hz, IPS",1000GB SSD,162900,https://laptopmedia.com/laptop-specs/msi-katana-15-hx-115/,https://www.amazon.com/exec/obidos/ASIN/B0FQ2G41XZ?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2606400000,33622,28708,160
MSI Katana 15 HX,Intel Core i7-14650HX,64GB RAM,NVIDIA GeForce RTX 5070 (Laptop),"15.6"", WQHD (2560 x 1440), 165 Hz, IPS",1000GB SSD,211900,https://laptopmedia.com/laptop-specs/msi-katana-15-hx-65/,https://www.amazon.com/exec/obidos/ASIN/B0FQTH8SSJ?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,3390400000,33622,28708,160
Acer Swift Go 14,Intel Core Ultra 7 155H,16GB RAM,Intel Graphics (4-Cores),"14.0”, WUXGA (1920 x 1200), IPS",2000GB SSD,99900,https://laptopmedia.com/laptop-specs/acer-swift-go-14-654/,https://www.amazon.com/exec/obidos/ASIN/B0DKJN595Y?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1598400000,24556,3209,90
MSI Vector 16 HX AI,Intel Core Ultra 7 255HX,32GB RAM,NVIDIA GeForce RTX 5070 Ti (Laptop),"16.0″, WUXGA (1920 x 1200), 144 Hz, IPS",2000GB SSD,204900,https://laptopmedia.com/laptop-specs/msi-vector-16-hx-ai-63/,https://www.amazon.com/exec/obidos/ASIN/B0F9LJDYHX?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,3278400000,48546,32385,130
MSI Thin 15,Intel Core i5-13420H,64GB RAM,"NVIDIA GeForce RTX 4050 (Laptop, 45W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",2000GB SSD,139900,https://laptopmedia.com/laptop-specs/msi-thin-15-350/,https://www.amazon.com/exec/obidos/ASIN/B0FM3W7MDQ?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2238400000,16917,20000,130
Acer Aspire 3,AMD Ryzen 5 7520U,8GB RAM,AMD Radeon 610M,"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,47999,https://laptopmedia.com/laptop-specs/acer-aspire-3-1677/,https://www.amazon.com/exec/obidos/ASIN/B0CC5B4D58?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,767984000,3000,1301,90
Acer Aspire 15,Intel Core i9-13900H,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,113900,https://laptopmedia.com/laptop-specs/acer-aspire-15-37/,https://www.amazon.com/exec/obidos/ASIN/B0F93V5YH1?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1822400000,27135,2595,90
MSI GF63 Thin,Intel Core i5-10500H,32GB RAM,"NVIDIA GeForce GTX 1650 (Laptop, 40W)","15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,102900,https://laptopmedia.com/laptop-specs/msi-gf63-thin-3014/,https://www.amazon.com/exec/obidos/ASIN/B0CBMMGLB2?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1646400000,10940,7872,90
Acer Swift 16 AI,Intel Core Ultra 7 256V,16GB RAM,Intel Arc Graphics 140V,"16.0″, 3K (2880 x 1800), 120 Hz, OLED",4000GB SSD,141900,https://laptopmedia.com/laptop-specs/acer-swift-16-ai-22/,https://www.amazon.com/exec/obidos/ASIN/B0F28K266J?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2270400000,19565,5483,180
Acer Aspire 5,Intel Core i5-13420H,8GB RAM,Intel UHD Graphics Xe G4 (48EU),"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,46900,https://laptopmedia.com/laptop-specs/acer-aspire-5-7316/,https://www.amazon.com/exec/obidos/ASIN/B0DHD8169T?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,750400000,16917,1533,90
MSI GF63 Thin,Intel Core i5-10500H,40GB RAM,"NVIDIA GeForce GTX 1650 (Laptop, 40W)","15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,96900,https://laptopmedia.com/laptop-specs/msi-gf63-thin-2938/,https://www.amazon.com/exec/obidos/ASIN/B0CBMMDJWD?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1550400000,10940,7872,90
Acer Predator Triton 500 SE,Intel Core i7-11800H,64GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 105W)","16.0"", WQXGA (2560 x 1600), 165 Hz, IPS",1000GB SSD,117999,https://laptopmedia.com/laptop-specs/acer-predator-triton-500-se-347/,https://www.amazon.com/exec/obidos/ASIN/B0CM71YTFP?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1887984000,19660,16918,160
MSI Prestige 14,Intel Core i7-1280P,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0”, Full HD (1920 x 1080), IPS",2000GB SSD,136900,https://laptopmedia.com/laptop-specs/msi-prestige-14-512/,https://www.amazon.com/exec/obidos/ASIN/B0CKPKDRCD?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2190400000,20082,2595,90
MSI Pulse GL76,Intel Core i7-12700H,16GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 105W)","17.3”, Full HD (1920 x 1080), 144 Hz, IPS",2000GB SSD,162900,https://laptopmedia.com/laptop-specs/msi-pulse-gl76-811/,https://www.amazon.com/exec/obidos/ASIN/B0CG8XNSM3?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2606400000,25079,16918,130
MSI GF63 Thin,Intel Core i5-10300H,32GB RAM,"NVIDIA GeForce GTX 1650 (Laptop, 40W)","15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,85900,https://laptopmedia.com/laptop-specs/msi-gf63-thin-3172/,https://www.amazon.com/exec/obidos/ASIN/B0CBMPVJWQ?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1374400000,8186,7872,90
Acer Nitro 5,Intel Core i5-10300H,16GB RAM,"NVIDIA GeForce RTX 3050 Ti (Laptop, 75W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",2000GB SSD,141900,https://laptopmedia.com/laptop-specs/acer-nitro-5-4144/,https://www.amazon.com/exec/obidos/ASIN/B0C1HGP1B9?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2270400000,8186,15000,130
MSI Katana GF76,Intel Core i7-12700H,64GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 105W)","17.3”, Full HD (1920 x 1080), 144 Hz, IPS",2000GB SSD,194999,https://laptopmedia.com/laptop-specs/msi-katana-gf76-516/,https://www.amazon.com/exec/obidos/ASIN/B0BR96SQQN?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,3119984000,25079,16918,130
Acer Predator Helios 300,Intel Core i7-12700H,64GB RAM,"NVIDIA GeForce RTX 3070 Ti (Laptop, 150W)","15.6”,  QHD (2560 x 1440), 240 Hz, IPS",8000GB SSD,423400,https://laptopmedia.com/laptop-specs/acer-predator-helios-300-1825/,https://www.amazon.com/exec/obidos/ASIN/B0B6B7RQJX?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,6774400000,25079,23212,180
MSI Raider 18 HX,Intel Core i9-14900HX,128GB RAM,"NVIDIA GeForce RTX 4090 (Laptop, 175W)","18.0”, UHD+ (3840 x 2400), 120 Hz, Mini LED",4000GB SSD,504749,https://laptopmedia.com/laptop-specs/msi-raider-18-hx-5/,https://www.amazon.com/exec/obidos/ASIN/B0D2PJXHLR?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,504749,43942,38068,150
Acer Nitro 5,Intel Core i5-10300H,32GB RAM,"NVIDIA GeForce RTX 3050 (Laptop, 75W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",2000GB SSD,149999,https://laptopmedia.com/laptop-specs/acer-nitro-5-902/,https://www.amazon.com/exec/obidos/ASIN/B0BZ57GDN7?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2399984000,8186,15000,130
MSI Stealth GS77,Intel Core i9-12900H,64GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 105W)","17.3”, Full HD (1920 x 1080), 144 Hz, IPS",8000GB SSD,255900,https://laptopmedia.com/laptop-specs/msi-stealth-gs77-107/,https://www.amazon.com/exec/obidos/ASIN/B0CTX1X35Z?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,4094400000,26708,16918,130
Acer Nitro 5,Intel Core i5-10300H,20GB RAM,"NVIDIA GeForce RTX 3050 Ti (Laptop, 75W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",512GB SSD,121999,https://laptopmedia.com/laptop-specs/acer-nitro-5-1727/,https://www.amazon.com/exec/obidos/ASIN/B0BZ595TCF?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1951984000,8186,15000,130
MSI GE66 Raider (10SGS-058),Intel Core i7-10750H,32GB RAM,NVIDIA GeForce RTX 2080 SUPER Max-Q,"15.6”, Full HD (1920 x 1080), 300 Hz, IPS",4000GB SSD,312400,https://laptopmedia.com/laptop-specs/msi-ge66-raider-10sgs-058-16/,https://www.amazon.com/exec/obidos/ASIN/B086KTJYM6?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,4998400000,11455,19430,150
Microsoft Surface Pro 10,Intel Core Ultra 5 135U,16GB RAM,Intel Graphics (4-Cores),"13.0"", PixelSense (2880 x 1920), 120 Hz, IPS",512GB SSD,177900,https://laptopmedia.com/laptop-specs/microsoft-surface-pro-10-16/,https://www.amazon.com/exec/obidos/ASIN/B08KHQSNPT?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2846400000,16631,3209,150
MSI Stealth GS77,Intel Core i9-12900H,64GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 105W)","17.3”, Full HD (1920 x 1080), 144 Hz, IPS",4000GB SSD,221900,https://laptopmedia.com/laptop-specs/msi-stealth-gs77-272/,https://www.amazon.com/exec/obidos/ASIN/B0CTY5PVZ5?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,3550400000,26708,16918,130
Acer Aspire 3,AMD Ryzen 7 7730U,64GB RAM,"AMD Radeon RX Vega 8 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), IPS",4000GB SSD,155900,https://laptopmedia.com/laptop-specs/acer-aspire-3-2563/,https://www.amazon.com/exec/obidos/ASIN/B0FCLQYJMV?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2494400000,16000,1513,90
Acer Nitro V 15,Intel Core i5-13420H,16GB RAM,"NVIDIA GeForce RTX 4050 (Laptop, 75W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",512GB SSD,89900,https://laptopmedia.com/laptop-specs/acer-nitro-v-15-966/,https://www.amazon.com/exec/obidos/ASIN/B0DJ78YZ56?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1438400000,16917,20000,130
Acer Nitro 5,Intel Core i5-10300H,20GB RAM,"NVIDIA GeForce RTX 3050 (Laptop, 75W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",512GB SSD,106999,https://laptopmedia.com/laptop-specs/acer-nitro-5-1701/,https://www.amazon.com/exec/obidos/ASIN/B0BZ5QPKFB?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1711984000,8186,15000,130
Acer Nitro 5,Intel Core i5-10300H,16GB RAM,"NVIDIA GeForce RTX 3050 (Laptop, 75W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",1024GB SSD,114999,https://laptopmedia.com/laptop-specs/acer-nitro-5-1687/,https://www.amazon.com/exec/obidos/ASIN/B0BZ5KY35G?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1839984000,8186,15000,130
Acer Predator Helios 300,Intel Core i7-12700H,24GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 140W)","15.6"", Full HD (1920 x 1080), 165 Hz, IPS",1000GB SSD,172900,https://laptopmedia.com/laptop-specs/acer-predator-helios-300-1455/,https://www.amazon.com/exec/obidos/ASIN/B0BZN11RXS?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2766400000,25079,16918,130
MSI Katana GF66,Intel Core i7-12700H,16GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 105W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",512GB SSD,141900,https://laptopmedia.com/laptop-specs/msi-katana-gf66-421/,https://www.amazon.com/exec/obidos/ASIN/B0FSS7ZGJ7?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2270400000,25079,16918,130
MSI Prestige 14,Intel Core i7-1280P,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0”, Full HD (1920 x 1080), IPS",512GB SSD,114999,https://laptopmedia.com/laptop-specs/msi-prestige-14-422/,https://www.amazon.com/exec/obidos/ASIN/B0BRMSJB44?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1839984000,20082,2595,90
MSI Sword 15,Intel Core i5-12450H,16GB RAM,"NVIDIA GeForce RTX 3050 (Laptop, 60W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",1000GB SSD,127999,https://laptopmedia.com/laptop-specs/msi-sword-15-596/,https://www.amazon.com/exec/obidos/ASIN/B0BR74KSF3?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2047984000,15953,15000,130
Acer Aspire 5,Intel Core i3-1115G4,8GB RAM,Intel UHD Graphics Xe G4 (48EU),"15.6”, Full HD (1920 x 1080), IPS",128GB SSD,39999,https://laptopmedia.com/laptop-specs/acer-aspire-5-1522/,https://www.amazon.com/exec/obidos/ASIN/B09ZVRMLJY?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,639984000,5823,1533,90
Acer Chromebook 14 (CB3-431),Intel Celeron N3160,4GB RAM,Intel HD Graphics 405 (Braswell),"14.0”, Full HD (1920 x 1080), IPS",32GB SSD,17999,https://laptopmedia.com/laptop-specs/acer-chromebook-14-cb3-431-3/,https://www.amazon.com/exec/obidos/ASIN/B01J42JMQ2?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,287984000,1193,1500,90
MSI Thin GF63,Intel Core i5-12450H,48GB RAM,"NVIDIA GeForce RTX 2050 (Laptop, 45W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",4000GB SSD,130400,https://laptopmedia.com/laptop-specs/msi-thin-gf63-1379/,https://www.amazon.com/exec/obidos/ASIN/B0DQWW8FVF?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2086400000,15953,7714,130
MSI Thin GF63,Intel Core i5-12450H,16GB RAM,"NVIDIA GeForce RTX 2050 (Laptop, 45W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",2000GB SSD,96400,https://laptopmedia.com/laptop-specs/msi-thin-gf63-1360/,https://www.amazon.com/exec/obidos/ASIN/B0DQWXTTWB?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,1542400000,15953,7714,130
MSI Thin 15,Intel Core i7-12650H,64GB RAM,"NVIDIA GeForce RTX 4050 (Laptop, 45W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",2000GB SSD,197900,https://laptopmedia.com/laptop-specs/msi-thin-15-652/,https://www.amazon.com/exec/obidos/ASIN/B0DWMSKZFL?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,3166400000,21424,20000,130
MSI Prestige A16 AI+,AMD Ryzen AI 9 365,32GB RAM,AMD Radeon 880M,"16.0″, UHD+ (3840 x 2400), OLED",1000GB SSD,139999,https://laptopmedia.com/laptop-specs/msi-prestige-a16-ai-17/,https://www.amazon.com/exec/obidos/ASIN/B0F6QHCL4B?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,2239984000,3000,7665,180
MSI Katana 15 HX,Intel Core i7-14650HX,64GB RAM,NVIDIA GeForce RTX 5070 (Laptop),"15.6"", WQHD (2560 x 1440), 165 Hz, IPS",2000GB SSD,253900,https://laptopmedia.com/laptop-specs/msi-katana-15-hx-98/,https://www.amazon.com/exec/obidos/ASIN/B0FPFDPXD2?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,4062400000,33622,28708,160
